crime_code,crime_type,occurred_at,latitude,longitude,address,description,police_station,is_accident,is_women_related,severity
MV-184,Accident-RashDriving,2026-02-12T07:54:00,12.98734,80.234825,"Sector 32, Zone 1","Base dataset FIR #113: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
323,IPC-Assault,2025-11-24T00:04:00,17.43368,78.434104,"Sector 8, Zone 6","Base dataset FIR #114: IPC-Assault recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
420,IPC-Fraud,2026-03-26T00:12:00,17.41625,78.438669,"Sector 37, Zone 4","Base dataset FIR #115: IPC-Fraud recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
ARMS-25,ArmsAct-IllegalWeapon,2026-02-12T01:21:00,17.440321,78.443496,"Sector 47, Zone 6","Base dataset FIR #116: ArmsAct-IllegalWeapon recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
MV-184,Accident-RashDriving,2025-11-13T02:06:00,17.434796,78.449928,"Sector 16, Zone 9","Base dataset FIR #117: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
420,IPC-Fraud,2025-11-27T19:25:00,13.023813,80.170431,"Sector 16, Zone 1","Base dataset FIR #118: IPC-Fraud recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,3
379,IPC-Theft,2026-03-18T16:07:00,12.987821,80.220435,"Sector 30, Zone 1","Base dataset FIR #119: IPC-Theft recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,2
MV-184,Accident-RashDriving,2026-03-15T12:49:00,17.413896,78.56101,"Sector 41, Zone 5","Base dataset FIR #120: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
420,IPC-Fraud,2026-01-06T12:19:00,13.03651,80.184555,"Sector 25, Zone 7","Base dataset FIR #121: IPC-Fraud recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
MV-184,Accident-RashDriving,2026-03-18T19:29:00,13.147513,80.255316,"Sector 22, Zone 10","Base dataset FIR #122: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
420,IPC-Fraud,2025-11-16T20:08:00,13.041412,80.195128,"Sector 50, Zone 6","Base dataset FIR #123: IPC-Fraud recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
MV-184,Accident-RashDriving,2026-03-15T15:48:00,12.982417,80.223248,"Sector 50, Zone 5","Base dataset FIR #124: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
MV-184,Accident-RashDriving,2026-03-26T20:53:00,13.015345,80.195625,"Sector 9, Zone 3","Base dataset FIR #125: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
420,IPC-Fraud,2026-01-08T02:47:00,17.431692,78.440463,"Sector 19, Zone 1","Base dataset FIR #126: IPC-Fraud recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
420,IPC-Fraud,2025-10-12T07:18:00,13.034196,80.198997,"Sector 6, Zone 9","Base dataset FIR #127: IPC-Fraud recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
MV-184,Accident-RashDriving,2025-10-08T22:39:00,13.033691,80.197044,"Sector 36, Zone 12","Base dataset FIR #128: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
MV-184,Accident-RashDriving,2026-01-13T02:17:00,17.412361,78.429869,"Sector 30, Zone 9","Base dataset FIR #129: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
MV-184,Accident-RashDriving,2025-12-19T14:04:00,17.425692,78.456108,"Sector 22, Zone 9","Base dataset FIR #130: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
420,IPC-Fraud,2026-03-27T13:56:00,13.011943,80.176688,"Sector 17, Zone 9","Base dataset FIR #131: IPC-Fraud recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,3
MV-184,Accident-RashDriving,2026-03-10T07:52:00,12.967992,80.230599,"Sector 12, Zone 6","Base dataset FIR #132: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
379,IPC-Theft,2025-12-31T21:49:00,13.022749,80.194382,"Sector 41, Zone 11","Base dataset FIR #133: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
323,IPC-Assault,2026-02-04T22:24:00,17.31486,78.504313,"Sector 32, Zone 1","Base dataset FIR #134: IPC-Assault recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
MV-184,Accident-RashDriving,2025-12-13T09:38:00,17.332387,78.44642,"Sector 40, Zone 1","Base dataset FIR #135: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
MV-184,Accident-RashDriving,2025-11-18T22:10:00,17.439309,78.444416,"Sector 21, Zone 9","Base dataset FIR #136: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
307,IPC-AttemptToMurder,2026-01-07T02:59:00,12.973628,80.212589,"Sector 36, Zone 2","Base dataset FIR #137: IPC-AttemptToMurder recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
MV-184,Accident-RashDriving,2025-11-05T08:17:00,12.978671,80.21617,"Sector 14, Zone 6","Base dataset FIR #138: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
MV-184,Accident-RashDriving,2025-11-25T18:48:00,13.038175,80.188484,"Sector 19, Zone 8","Base dataset FIR #139: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
MV-184,Accident-RashDriving,2026-03-28T21:24:00,13.0209,80.3029,"Sector 15, Zone 8","Base dataset FIR #140: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
MV-184,Accident-RashDriving,2026-03-10T04:00:00,17.439839,78.444875,"Sector 11, Zone 7","Base dataset FIR #141: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
MV-184,Accident-RashDriving,2025-10-07T11:23:00,17.345626,78.55634,"Sector 38, Zone 3","Base dataset FIR #142: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
379,IPC-Theft,2025-12-14T09:30:00,17.4166,78.42376,"Sector 24, Zone 8","Base dataset FIR #143: IPC-Theft recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,2
MV-184,Accident-RashDriving,2026-02-26T21:29:00,12.968242,80.229769,"Sector 16, Zone 4","Base dataset FIR #144: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
323,IPC-Assault,2026-01-26T10:36:00,17.426518,78.444796,"Sector 23, Zone 10","Base dataset FIR #145: IPC-Assault recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
MV-184,Accident-RashDriving,2025-11-11T22:03:00,17.331116,78.488326,"Sector 10, Zone 3","Base dataset FIR #146: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
379,IPC-Theft,2025-11-27T07:01:00,12.972444,80.2118,"Sector 30, Zone 12","Base dataset FIR #147: IPC-Theft recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,2
MV-184,Accident-RashDriving,2025-11-03T22:29:00,13.067643,80.203694,"Sector 20, Zone 8","Base dataset FIR #148: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
MV-184,Accident-RashDriving,2026-02-22T18:12:00,17.42415,78.439899,"Sector 46, Zone 3","Base dataset FIR #149: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
MV-184,Accident-RashDriving,2025-10-20T16:09:00,13.036256,80.188512,"Sector 4, Zone 2","Base dataset FIR #150: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
323,IPC-Assault,2025-10-12T02:26:00,17.425843,78.449866,"Sector 3, Zone 4","Base dataset FIR #151: IPC-Assault recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
MV-184,Accident-RashDriving,2025-12-30T19:57:00,13.036941,80.196131,"Sector 15, Zone 10","Base dataset FIR #152: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
323,IPC-Assault,2025-12-11T03:58:00,13.084701,80.28162,"Sector 15, Zone 3","Base dataset FIR #153: IPC-Assault recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
307,IPC-AttemptToMurder,2026-03-04T04:11:00,17.444374,78.55987,"Sector 50, Zone 10","Base dataset FIR #154: IPC-AttemptToMurder recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
MV-184,Accident-RashDriving,2025-12-19T12:28:00,12.985743,80.204672,"Sector 41, Zone 3","Base dataset FIR #155: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
MV-184,Accident-RashDriving,2025-12-18T11:53:00,17.423446,78.451953,"Sector 21, Zone 10","Base dataset FIR #156: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
MV-184,Accident-RashDriving,2026-01-14T22:38:00,17.34474,78.546132,"Sector 11, Zone 9","Base dataset FIR #157: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
MV-184,Accident-RashDriving,2026-03-27T02:56:00,12.966868,80.215187,"Sector 6, Zone 6","Base dataset FIR #158: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
420,IPC-Fraud,2025-10-19T08:31:00,17.398271,78.516902,"Sector 18, Zone 1","Base dataset FIR #159: IPC-Fraud recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
420,IPC-Fraud,2026-01-29T04:38:00,13.097125,80.342957,"Sector 23, Zone 8","Base dataset FIR #160: IPC-Fraud recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
MV-184,Accident-RashDriving,2025-12-06T07:50:00,13.128093,80.217488,"Sector 5, Zone 1","Base dataset FIR #161: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
MV-184,Accident-RashDriving,2025-12-10T02:07:00,17.442304,78.431485,"Sector 3, Zone 10","Base dataset FIR #162: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
MV-184,Accident-RashDriving,2026-03-29T20:31:00,13.097237,80.328947,"Sector 28, Zone 2","Base dataset FIR #163: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
323,IPC-Assault,2025-10-10T08:04:00,13.135001,80.342696,"Sector 4, Zone 3","Base dataset FIR #164: IPC-Assault recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,2
MV-184,Accident-RashDriving,2025-12-31T02:45:00,13.105916,80.255342,"Sector 5, Zone 1","Base dataset FIR #165: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
MV-184,Accident-RashDriving,2025-12-03T14:27:00,17.429716,78.451822,"Sector 30, Zone 1","Base dataset FIR #166: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
MV-184,Accident-RashDriving,2026-01-07T10:51:00,13.045118,80.175625,"Sector 30, Zone 4","Base dataset FIR #167: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
MV-184,Accident-RashDriving,2026-02-21T07:24:00,17.420676,78.436473,"Sector 19, Zone 4","Base dataset FIR #168: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
323,IPC-Assault,2026-01-30T16:54:00,17.374226,78.500354,"Sector 50, Zone 11","Base dataset FIR #169: IPC-Assault recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
323,IPC-Assault,2025-11-10T07:05:00,17.326783,78.412115,"Sector 46, Zone 3","Base dataset FIR #170: IPC-Assault recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,2
MV-184,Accident-RashDriving,2025-10-09T23:06:00,12.991983,80.217357,"Sector 33, Zone 11","Base dataset FIR #171: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
379,IPC-Theft,2026-01-18T03:08:00,17.415473,78.439399,"Sector 21, Zone 7","Base dataset FIR #172: IPC-Theft recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
302,IPC-Murder,2025-12-11T16:58:00,17.438677,78.437842,"Sector 37, Zone 4","Base dataset FIR #173: IPC-Murder recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,5
MV-184,Accident-RashDriving,2026-03-08T05:34:00,12.962845,80.213847,"Sector 7, Zone 8","Base dataset FIR #174: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
MV-184,Accident-RashDriving,2026-02-01T16:56:00,13.035814,80.2012,"Sector 43, Zone 12","Base dataset FIR #175: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
MV-184,Accident-RashDriving,2025-12-05T03:08:00,17.433282,78.45408,"Sector 6, Zone 2","Base dataset FIR #176: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
MV-184,Accident-RashDriving,2025-11-27T23:31:00,12.973692,80.214612,"Sector 19, Zone 4","Base dataset FIR #177: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
420,IPC-Fraud,2026-03-11T15:54:00,13.022357,80.178415,"Sector 43, Zone 4","Base dataset FIR #178: IPC-Fraud recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
302,IPC-Murder,2025-10-14T01:07:00,12.964756,80.205279,"Sector 5, Zone 8","Base dataset FIR #179: IPC-Murder recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,5
MV-184,Accident-RashDriving,2025-11-28T01:49:00,17.43526,78.440267,"Sector 24, Zone 3","Base dataset FIR #180: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
