crime_code,crime_type,occurred_at,latitude,longitude,address,description,police_station,is_accident,is_women_related,severity
302,IPC-Murder,2025-12-23T20:50:00,12.894205,77.663309,"Sector 1, Zone 14",FIR narrative sample #303 for IPC-Murder.,Anna Nagar PS,False,False,5
420,IPC-Fraud,2024-04-28T04:56:00,17.353298,78.546608,"Sector 84, Zone 12",FIR narrative sample #304 for IPC-Fraud.,T. Nagar PS,False,False,3
376,IPC-SexualOffence,2026-01-09T11:42:00,17.331484,78.470115,"Sector 97, Zone 8",FIR narrative sample #305 for IPC-SexualOffence.,Tambaram PS,False,False,5
NDPS-21,NDPS-DrugPossession,2024-06-01T02:45:00,13.002874,80.266989,"Sector 67, Zone 15",FIR narrative sample #306 for NDPS-DrugPossession.,Adyar PS,False,False,4
302,IPC-Murder,2026-03-26T22:21:00,13.160805,80.25827,"Sector 30, Zone 13",FIR narrative sample #307 for IPC-Murder.,T. Nagar PS,False,False,5
307,IPC-AttemptToMurder,2025-12-20T03:20:00,13.032558,77.536541,"Sector 83, Zone 5",FIR narrative sample #308 for IPC-AttemptToMurder.,Adyar PS,False,False,4
307,IPC-AttemptToMurder,2024-10-07T18:00:00,17.409003,78.477116,"Sector 96, Zone 5",FIR narrative sample #309 for IPC-AttemptToMurder.,Tambaram PS,False,False,4
NDPS-21,NDPS-DrugPossession,2024-07-12T21:28:00,13.01657,80.206774,"Sector 94, Zone 13",FIR narrative sample #310 for NDPS-DrugPossession.,Mylapore PS,False,False,4
323,IPC-Assault,2025-01-19T10:50:00,13.042346,80.293839,"Sector 77, Zone 20",FIR narrative sample #311 for IPC-Assault.,Mylapore PS,False,False,2
376,IPC-SexualOffence,2024-04-26T00:54:00,17.445132,78.439571,"Sector 96, Zone 13",FIR narrative sample #312 for IPC-SexualOffence.,Adyar PS,False,False,5
376,IPC-SexualOffence,2024-06-11T01:50:00,13.081882,80.208739,"Sector 10, Zone 17",FIR narrative sample #313 for IPC-SexualOffence.,Mylapore PS,False,False,5
302,IPC-Murder,2025-03-30T10:08:00,13.02933,77.605541,"Sector 23, Zone 16",FIR narrative sample #314 for IPC-Murder.,Tambaram PS,False,False,5
307,IPC-AttemptToMurder,2026-03-17T18:04:00,13.04465,80.197072,"Sector 65, Zone 10",FIR narrative sample #315 for IPC-AttemptToMurder.,Anna Nagar PS,False,False,4
ARMS-25,ArmsAct-IllegalWeapon,2025-02-02T13:44:00,12.904788,77.60045,"Sector 11, Zone 10",FIR narrative sample #316 for ArmsAct-IllegalWeapon.,Velachery PS,False,False,4
307,IPC-AttemptToMurder,2024-10-27T06:51:00,13.088522,80.253217,"Sector 88, Zone 3",FIR narrative sample #317 for IPC-AttemptToMurder.,Tambaram PS,False,False,4
376,IPC-SexualOffence,2024-04-18T13:46:00,13.011965,80.204494,"Sector 79, Zone 20",FIR narrative sample #318 for IPC-SexualOffence.,Anna Nagar PS,False,False,5
302,IPC-Murder,2025-05-22T21:47:00,17.423505,78.425811,"Sector 2, Zone 6",FIR narrative sample #319 for IPC-Murder.,Tambaram PS,False,False,5
NDPS-27,NDPS-DrugConsumption,2025-04-13T16:33:00,17.34648,78.466199,"Sector 94, Zone 4",FIR narrative sample #320 for NDPS-DrugConsumption.,Velachery PS,False,False,3
302,IPC-Murder,2025-04-25T13:17:00,17.31522,78.520672,"Sector 64, Zone 15",FIR narrative sample #321 for IPC-Murder.,T. Nagar PS,False,False,5
ARMS-25,ArmsAct-IllegalWeapon,2025-03-31T01:31:00,17.331701,78.43187,"Sector 87, Zone 4",FIR narrative sample #322 for ArmsAct-IllegalWeapon.,Mylapore PS,False,False,4
420,IPC-Fraud,2024-10-29T00:02:00,13.041828,80.266182,"Sector 23, Zone 2",FIR narrative sample #323 for IPC-Fraud.,Adyar PS,False,False,3
ARMS-25,ArmsAct-IllegalWeapon,2024-06-01T13:14:00,12.931322,77.661137,"Sector 74, Zone 12",FIR narrative sample #324 for ArmsAct-IllegalWeapon.,T. Nagar PS,False,False,4
307,IPC-AttemptToMurder,2024-11-05T21:57:00,13.031395,80.319394,"Sector 9, Zone 15",FIR narrative sample #325 for IPC-AttemptToMurder.,Anna Nagar PS,False,False,4
376,IPC-SexualOffence,2025-05-20T10:05:00,17.378079,78.465727,"Sector 95, Zone 20",FIR narrative sample #326 for IPC-SexualOffence.,Velachery PS,False,False,5
420,IPC-Fraud,2024-12-14T11:37:00,13.051246,77.638742,"Sector 98, Zone 8",FIR narrative sample #327 for IPC-Fraud.,Mylapore PS,False,False,3
379,IPC-Theft,2026-03-28T13:01:00,13.089347,80.292451,"Sector 43, Zone 1",FIR narrative sample #328 for IPC-Theft.,T. Nagar PS,False,False,2
NDPS-21,NDPS-DrugPossession,2025-05-24T03:13:00,17.462299,78.473871,"Sector 92, Zone 9",FIR narrative sample #329 for NDPS-DrugPossession.,Adyar PS,False,False,4
307,IPC-AttemptToMurder,2026-02-18T07:57:00,17.371089,78.549992,"Sector 11, Zone 19",FIR narrative sample #330 for IPC-AttemptToMurder.,Tambaram PS,False,False,4
307,IPC-AttemptToMurder,2024-11-02T04:40:00,12.903573,77.605451,"Sector 31, Zone 10",FIR narrative sample #331 for IPC-AttemptToMurder.,Adyar PS,False,False,4
376,IPC-SexualOffence,2025-05-16T12:44:00,17.3572,78.479141,"Sector 18, Zone 19",FIR narrative sample #332 for IPC-SexualOffence.,Adyar PS,False,True,5
307,IPC-AttemptToMurder,2025-10-26T03:10:00,12.966169,77.579642,"Sector 58, Zone 10",FIR narrative sample #333 for IPC-AttemptToMurder.,Adyar PS,False,False,4
NDPS-27,NDPS-DrugConsumption,2025-07-06T03:05:00,13.131916,80.239374,"Sector 6, Zone 7",FIR narrative sample #334 for NDPS-DrugConsumption.,Mylapore PS,False,False,3
323,IPC-Assault,2025-11-03T02:45:00,13.157644,80.254099,"Sector 34, Zone 6",FIR narrative sample #335 for IPC-Assault.,Velachery PS,False,True,2
302,IPC-Murder,2025-02-13T14:35:00,17.393019,78.421856,"Sector 16, Zone 1",FIR narrative sample #336 for IPC-Murder.,Adyar PS,False,False,5
302,IPC-Murder,2025-08-19T04:12:00,12.951158,77.615448,"Sector 76, Zone 9",FIR narrative sample #337 for IPC-Murder.,Mylapore PS,False,False,5
307,IPC-AttemptToMurder,2026-03-12T02:12:00,17.375949,78.427307,"Sector 16, Zone 2",FIR narrative sample #338 for IPC-AttemptToMurder.,Velachery PS,False,False,4
NDPS-27,NDPS-DrugConsumption,2026-02-11T05:59:00,17.374305,78.522609,"Sector 88, Zone 14",FIR narrative sample #339 for NDPS-DrugConsumption.,Anna Nagar PS,False,False,3
379,IPC-Theft,2025-04-06T06:58:00,13.046697,80.262062,"Sector 80, Zone 20",FIR narrative sample #340 for IPC-Theft.,Mylapore PS,False,False,2
420,IPC-Fraud,2024-06-10T09:31:00,13.032845,77.591245,"Sector 18, Zone 14",FIR narrative sample #341 for IPC-Fraud.,Anna Nagar PS,False,False,3
420,IPC-Fraud,2024-06-14T16:15:00,17.464054,78.493685,"Sector 92, Zone 12",FIR narrative sample #342 for IPC-Fraud.,Anna Nagar PS,False,True,3
NDPS-27,NDPS-DrugConsumption,2024-09-23T15:22:00,17.385383,78.468841,"Sector 77, Zone 8",FIR narrative sample #343 for NDPS-DrugConsumption.,Velachery PS,False,False,3
302,IPC-Murder,2025-06-20T01:51:00,12.976309,77.637295,"Sector 13, Zone 8",FIR narrative sample #344 for IPC-Murder.,Adyar PS,False,False,5
420,IPC-Fraud,2025-07-05T17:52:00,17.313945,78.566123,"Sector 46, Zone 6",FIR narrative sample #345 for IPC-Fraud.,Anna Nagar PS,False,False,3
379,IPC-Theft,2025-08-04T18:20:00,17.41662,78.552937,"Sector 46, Zone 19",FIR narrative sample #346 for IPC-Theft.,Tambaram PS,False,True,2
MV-184,Accident-RashDriving,2025-11-09T18:12:00,12.97834,77.542689,"Sector 30, Zone 20",FIR narrative sample #347 for Accident-RashDriving.,T. Nagar PS,True,True,3
420,IPC-Fraud,2026-03-14T16:30:00,13.055777,80.288962,"Sector 92, Zone 6",FIR narrative sample #348 for IPC-Fraud.,Velachery PS,False,False,3
323,IPC-Assault,2026-02-02T00:09:00,17.417751,78.429364,"Sector 47, Zone 3",FIR narrative sample #349 for IPC-Assault.,Mylapore PS,False,False,2
323,IPC-Assault,2024-04-12T21:25:00,17.321165,78.454982,"Sector 94, Zone 14",FIR narrative sample #350 for IPC-Assault.,Adyar PS,False,False,2
NDPS-27,NDPS-DrugConsumption,2024-06-08T10:11:00,17.459999,78.51767,"Sector 29, Zone 19",FIR narrative sample #351 for NDPS-DrugConsumption.,Velachery PS,False,False,3
379,IPC-Theft,2025-03-12T09:46:00,17.352123,78.435133,"Sector 74, Zone 13",FIR narrative sample #352 for IPC-Theft.,Tambaram PS,False,True,2
MV-184,Accident-RashDriving,2026-03-01T05:38:00,13.038966,77.669405,"Sector 14, Zone 16",FIR narrative sample #353 for Accident-RashDriving.,Mylapore PS,True,False,3
379,IPC-Theft,2025-04-29T23:04:00,13.05819,80.241823,"Sector 91, Zone 11",FIR narrative sample #354 for IPC-Theft.,T. Nagar PS,False,False,2
NDPS-27,NDPS-DrugConsumption,2026-03-23T08:13:00,13.113608,80.246777,"Sector 1, Zone 2",FIR narrative sample #355 for NDPS-DrugConsumption.,Tambaram PS,False,False,3
NDPS-21,NDPS-DrugPossession,2025-01-10T23:26:00,13.144228,80.269593,"Sector 49, Zone 4",FIR narrative sample #356 for NDPS-DrugPossession.,Mylapore PS,False,False,4
NDPS-27,NDPS-DrugConsumption,2024-08-20T20:48:00,17.341093,78.478906,"Sector 38, Zone 1",FIR narrative sample #357 for NDPS-DrugConsumption.,T. Nagar PS,False,False,3
323,IPC-Assault,2025-07-10T03:04:00,12.918817,77.574673,"Sector 12, Zone 11",FIR narrative sample #358 for IPC-Assault.,Mylapore PS,False,False,2
MV-184,Accident-RashDriving,2024-07-14T15:45:00,13.071712,80.295282,"Sector 21, Zone 2",FIR narrative sample #359 for Accident-RashDriving.,Anna Nagar PS,True,False,3
307,IPC-AttemptToMurder,2025-04-29T06:12:00,13.003151,77.630126,"Sector 85, Zone 10",FIR narrative sample #360 for IPC-AttemptToMurder.,Velachery PS,False,False,4
376,IPC-SexualOffence,2025-08-03T03:03:00,12.983083,77.648977,"Sector 1, Zone 14",FIR narrative sample #361 for IPC-SexualOffence.,Velachery PS,False,True,5
307,IPC-AttemptToMurder,2025-06-06T21:40:00,17.381853,78.422218,"Sector 38, Zone 3",FIR narrative sample #362 for IPC-AttemptToMurder.,Tambaram PS,False,False,4
NDPS-27,NDPS-DrugConsumption,2025-12-06T09:50:00,12.966951,77.65778,"Sector 70, Zone 13",FIR narrative sample #363 for NDPS-DrugConsumption.,Tambaram PS,False,False,3
379,IPC-Theft,2025-03-20T12:23:00,13.074024,80.232827,"Sector 35, Zone 19",FIR narrative sample #364 for IPC-Theft.,Adyar PS,False,False,2
302,IPC-Murder,2025-10-31T22:42:00,13.016413,80.245707,"Sector 30, Zone 18",FIR narrative sample #365 for IPC-Murder.,Mylapore PS,False,False,5
302,IPC-Murder,2025-03-03T16:26:00,17.414931,78.556518,"Sector 61, Zone 10",FIR narrative sample #366 for IPC-Murder.,Adyar PS,False,False,5
307,IPC-AttemptToMurder,2025-02-23T22:02:00,17.396395,78.489391,"Sector 19, Zone 4",FIR narrative sample #367 for IPC-AttemptToMurder.,Mylapore PS,False,False,4
NDPS-27,NDPS-DrugConsumption,2025-10-08T05:13:00,13.02289,80.25844,"Sector 26, Zone 5",FIR narrative sample #368 for NDPS-DrugConsumption.,Anna Nagar PS,False,False,3
MV-184,Accident-RashDriving,2025-07-13T10:58:00,17.451268,78.417422,"Sector 71, Zone 11",FIR narrative sample #369 for Accident-RashDriving.,Anna Nagar PS,True,False,3
376,IPC-SexualOffence,2024-10-18T14:58:00,13.128548,80.290389,"Sector 15, Zone 14",FIR narrative sample #370 for IPC-SexualOffence.,Anna Nagar PS,False,False,5
379,IPC-Theft,2025-11-03T18:37:00,17.42634,78.557044,"Sector 13, Zone 10",FIR narrative sample #371 for IPC-Theft.,Mylapore PS,False,False,2
ARMS-25,ArmsAct-IllegalWeapon,2025-04-16T13:16:00,12.996366,77.606124,"Sector 36, Zone 13",FIR narrative sample #372 for ArmsAct-IllegalWeapon.,Adyar PS,False,False,4
379,IPC-Theft,2024-07-09T19:43:00,17.369275,78.470027,"Sector 31, Zone 2",FIR narrative sample #373 for IPC-Theft.,Tambaram PS,False,False,2
NDPS-27,NDPS-DrugConsumption,2025-07-02T11:01:00,13.022382,77.563089,"Sector 90, Zone 4",FIR narrative sample #374 for NDPS-DrugConsumption.,Anna Nagar PS,False,False,3
420,IPC-Fraud,2025-11-17T09:47:00,13.015445,77.565939,"Sector 83, Zone 3",FIR narrative sample #375 for IPC-Fraud.,Mylapore PS,False,False,3
420,IPC-Fraud,2025-01-06T06:58:00,13.010151,77.636119,"Sector 66, Zone 6",FIR narrative sample #376 for IPC-Fraud.,T. Nagar PS,False,False,3
307,IPC-AttemptToMurder,2025-05-20T22:32:00,12.913304,77.650807,"Sector 23, Zone 7",FIR narrative sample #377 for IPC-AttemptToMurder.,T. Nagar PS,False,False,4
420,IPC-Fraud,2026-02-03T07:02:00,12.899689,77.57226,"Sector 60, Zone 17",FIR narrative sample #378 for IPC-Fraud.,Velachery PS,False,False,3
NDPS-21,NDPS-DrugPossession,2024-06-22T03:43:00,13.04141,80.268906,"Sector 76, Zone 18",FIR narrative sample #379 for NDPS-DrugPossession.,Anna Nagar PS,False,False,4
323,IPC-Assault,2025-04-16T05:53:00,13.011434,77.624816,"Sector 7, Zone 6",FIR narrative sample #380 for IPC-Assault.,Anna Nagar PS,False,False,2
MV-184,Accident-RashDriving,2025-08-27T07:41:00,13.111131,80.233753,"Sector 99, Zone 1",FIR narrative sample #381 for Accident-RashDriving.,T. Nagar PS,True,False,3
NDPS-27,NDPS-DrugConsumption,2025-11-19T20:11:00,17.433138,78.442503,"Sector 92, Zone 9",FIR narrative sample #382 for NDPS-DrugConsumption.,Velachery PS,False,False,3
NDPS-21,NDPS-DrugPossession,2025-03-14T11:29:00,12.926513,77.562943,"Sector 51, Zone 19",FIR narrative sample #383 for NDPS-DrugPossession.,Mylapore PS,False,False,4
307,IPC-AttemptToMurder,2026-03-27T16:42:00,12.981433,77.609604,"Sector 14, Zone 16",FIR narrative sample #384 for IPC-AttemptToMurder.,Tambaram PS,False,False,4
307,IPC-AttemptToMurder,2025-04-24T08:40:00,13.029439,77.556384,"Sector 39, Zone 7",FIR narrative sample #385 for IPC-AttemptToMurder.,Tambaram PS,False,False,4
379,IPC-Theft,2024-10-21T07:57:00,13.131569,80.319078,"Sector 41, Zone 5",FIR narrative sample #386 for IPC-Theft.,Tambaram PS,False,False,2
302,IPC-Murder,2024-06-01T15:18:00,13.036706,77.579336,"Sector 91, Zone 19",FIR narrative sample #387 for IPC-Murder.,Mylapore PS,False,False,5
420,IPC-Fraud,2025-04-17T23:45:00,13.112511,80.29283,"Sector 46, Zone 17",FIR narrative sample #388 for IPC-Fraud.,Tambaram PS,False,False,3
376,IPC-SexualOffence,2025-10-11T21:56:00,17.333982,78.422316,"Sector 93, Zone 18",FIR narrative sample #389 for IPC-SexualOffence.,Velachery PS,False,True,5
379,IPC-Theft,2024-05-07T10:41:00,13.038261,80.226432,"Sector 43, Zone 12",FIR narrative sample #390 for IPC-Theft.,Anna Nagar PS,False,False,2
376,IPC-SexualOffence,2024-08-12T09:29:00,13.077986,80.329323,"Sector 10, Zone 16",FIR narrative sample #391 for IPC-SexualOffence.,Mylapore PS,False,False,5
420,IPC-Fraud,2024-11-07T03:55:00,17.366067,78.454437,"Sector 18, Zone 7",FIR narrative sample #392 for IPC-Fraud.,Adyar PS,False,True,3
323,IPC-Assault,2025-02-08T18:57:00,12.914516,77.652583,"Sector 63, Zone 11",FIR narrative sample #393 for IPC-Assault.,T. Nagar PS,False,False,2
379,IPC-Theft,2025-05-18T20:03:00,13.075029,80.224201,"Sector 98, Zone 6",FIR narrative sample #394 for IPC-Theft.,Mylapore PS,False,False,2
NDPS-27,NDPS-DrugConsumption,2026-01-03T04:39:00,12.992958,77.579143,"Sector 1, Zone 2",FIR narrative sample #395 for NDPS-DrugConsumption.,Anna Nagar PS,False,False,3
ARMS-25,ArmsAct-IllegalWeapon,2025-09-11T23:23:00,13.145421,80.311796,"Sector 87, Zone 1",FIR narrative sample #396 for ArmsAct-IllegalWeapon.,T. Nagar PS,False,False,4
420,IPC-Fraud,2025-08-15T22:56:00,12.941535,77.531033,"Sector 22, Zone 3",FIR narrative sample #397 for IPC-Fraud.,Velachery PS,False,False,3
302,IPC-Murder,2025-06-02T09:29:00,17.388246,78.490559,"Sector 18, Zone 11",FIR narrative sample #398 for IPC-Murder.,Tambaram PS,False,False,5
NDPS-27,NDPS-DrugConsumption,2025-04-01T06:10:00,12.89466,77.550491,"Sector 94, Zone 1",FIR narrative sample #399 for NDPS-DrugConsumption.,Adyar PS,False,False,3
MV-184,Accident-RashDriving,2024-11-03T05:07:00,13.005378,77.64134,"Sector 33, Zone 18",FIR narrative sample #400 for Accident-RashDriving.,Tambaram PS,True,False,3
MV-184,Accident-RashDriving,2026-02-13T19:03:00,17.322298,78.540479,"Sector 54, Zone 15",FIR narrative sample #401 for Accident-RashDriving.,T. Nagar PS,True,True,3
NDPS-21,NDPS-DrugPossession,2025-11-28T17:16:00,13.003899,77.547479,"Sector 39, Zone 14",FIR narrative sample #402 for NDPS-DrugPossession.,T. Nagar PS,False,False,4
307,IPC-AttemptToMurder,2024-05-25T16:17:00,17.401901,78.428646,"Sector 66, Zone 20",FIR narrative sample #403 for IPC-AttemptToMurder.,T. Nagar PS,False,False,4
307,IPC-AttemptToMurder,2025-06-18T03:50:00,13.082338,80.28814,"Sector 26, Zone 12",FIR narrative sample #404 for IPC-AttemptToMurder.,Mylapore PS,False,False,4
NDPS-21,NDPS-DrugPossession,2025-06-05T05:02:00,17.384417,78.439931,"Sector 31, Zone 1",FIR narrative sample #405 for NDPS-DrugPossession.,Velachery PS,False,False,4
302,IPC-Murder,2024-05-16T02:58:00,13.136337,80.297744,"Sector 66, Zone 3",FIR narrative sample #406 for IPC-Murder.,T. Nagar PS,False,False,5
307,IPC-AttemptToMurder,2025-07-15T20:14:00,13.049787,77.561964,"Sector 23, Zone 2",FIR narrative sample #407 for IPC-AttemptToMurder.,T. Nagar PS,False,False,4
376,IPC-SexualOffence,2025-03-31T21:20:00,13.009766,77.5298,"Sector 2, Zone 5",FIR narrative sample #408 for IPC-SexualOffence.,T. Nagar PS,False,False,5
379,IPC-Theft,2025-05-02T11:57:00,13.044414,77.55753,"Sector 44, Zone 6",FIR narrative sample #409 for IPC-Theft.,Velachery PS,False,False,2
307,IPC-AttemptToMurder,2025-02-17T12:29:00,13.025313,77.624984,"Sector 84, Zone 6",FIR narrative sample #410 for IPC-AttemptToMurder.,Anna Nagar PS,False,False,4
307,IPC-AttemptToMurder,2025-11-19T22:46:00,13.159751,80.325796,"Sector 62, Zone 19",FIR narrative sample #411 for IPC-AttemptToMurder.,Mylapore PS,False,False,4
NDPS-27,NDPS-DrugConsumption,2025-09-30T19:24:00,12.989417,77.652612,"Sector 17, Zone 16",FIR narrative sample #412 for NDPS-DrugConsumption.,Tambaram PS,False,False,3
NDPS-27,NDPS-DrugConsumption,2025-12-09T13:28:00,13.012834,80.295496,"Sector 68, Zone 19",FIR narrative sample #413 for NDPS-DrugConsumption.,Tambaram PS,False,True,3
MV-184,Accident-RashDriving,2025-08-17T21:55:00,12.974656,77.624719,"Sector 85, Zone 8",FIR narrative sample #414 for Accident-RashDriving.,Anna Nagar PS,True,False,3
NDPS-27,NDPS-DrugConsumption,2025-04-14T21:43:00,17.36658,78.540945,"Sector 7, Zone 1",FIR narrative sample #415 for NDPS-DrugConsumption.,Mylapore PS,False,False,3
379,IPC-Theft,2024-11-02T15:54:00,13.030707,77.526578,"Sector 43, Zone 9",FIR narrative sample #416 for IPC-Theft.,Adyar PS,False,False,2
302,IPC-Murder,2024-10-31T07:35:00,17.365582,78.537437,"Sector 74, Zone 15",FIR narrative sample #417 for IPC-Murder.,Anna Nagar PS,False,False,5
307,IPC-AttemptToMurder,2024-11-09T14:20:00,13.159607,80.309938,"Sector 53, Zone 2",FIR narrative sample #418 for IPC-AttemptToMurder.,Anna Nagar PS,False,True,4
ARMS-25,ArmsAct-IllegalWeapon,2024-09-18T00:52:00,13.129385,80.344807,"Sector 72, Zone 7",FIR narrative sample #419 for ArmsAct-IllegalWeapon.,Mylapore PS,False,False,4
NDPS-27,NDPS-DrugConsumption,2025-04-19T11:52:00,13.133354,80.325791,"Sector 77, Zone 16",FIR narrative sample #420 for NDPS-DrugConsumption.,Mylapore PS,False,False,3
323,IPC-Assault,2024-12-26T03:06:00,17.34048,78.461317,"Sector 71, Zone 17",FIR narrative sample #421 for IPC-Assault.,Velachery PS,False,False,2
323,IPC-Assault,2024-04-15T03:02:00,13.081488,80.322194,"Sector 14, Zone 9",FIR narrative sample #422 for IPC-Assault.,Anna Nagar PS,False,False,2
MV-184,Accident-RashDriving,2025-09-15T06:07:00,12.926094,77.646529,"Sector 14, Zone 14",FIR narrative sample #423 for Accident-RashDriving.,Velachery PS,True,False,3
302,IPC-Murder,2024-06-24T21:37:00,13.126243,80.262781,"Sector 18, Zone 16",FIR narrative sample #424 for IPC-Murder.,Mylapore PS,False,False,5
302,IPC-Murder,2024-10-07T23:03:00,17.454649,78.540911,"Sector 23, Zone 19",FIR narrative sample #425 for IPC-Murder.,Mylapore PS,False,False,5
379,IPC-Theft,2025-11-23T03:24:00,17.401087,78.547931,"Sector 54, Zone 20",FIR narrative sample #426 for IPC-Theft.,Anna Nagar PS,False,False,2
420,IPC-Fraud,2025-06-27T12:21:00,12.964055,77.535939,"Sector 96, Zone 17",FIR narrative sample #427 for IPC-Fraud.,Tambaram PS,False,False,3
376,IPC-SexualOffence,2024-04-15T17:55:00,13.0055,77.664282,"Sector 27, Zone 20",FIR narrative sample #428 for IPC-SexualOffence.,Adyar PS,False,False,5
376,IPC-SexualOffence,2024-04-30T11:58:00,17.326227,78.520363,"Sector 65, Zone 18",FIR narrative sample #429 for IPC-SexualOffence.,Adyar PS,False,False,5
323,IPC-Assault,2024-04-06T03:48:00,12.981565,77.607849,"Sector 54, Zone 18",FIR narrative sample #430 for IPC-Assault.,Tambaram PS,False,False,2
376,IPC-SexualOffence,2025-01-26T00:33:00,13.006744,80.213952,"Sector 35, Zone 6",FIR narrative sample #431 for IPC-SexualOffence.,Adyar PS,False,False,5
376,IPC-SexualOffence,2024-05-04T08:09:00,13.113195,80.237922,"Sector 46, Zone 15",FIR narrative sample #432 for IPC-SexualOffence.,T. Nagar PS,False,False,5
307,IPC-AttemptToMurder,2024-07-12T21:47:00,17.443375,78.525486,"Sector 66, Zone 10",FIR narrative sample #433 for IPC-AttemptToMurder.,Adyar PS,False,False,4
302,IPC-Murder,2025-03-09T12:26:00,17.355025,78.49504,"Sector 26, Zone 20",FIR narrative sample #434 for IPC-Murder.,Velachery PS,False,True,5
NDPS-27,NDPS-DrugConsumption,2025-08-16T20:45:00,17.408621,78.527517,"Sector 26, Zone 7",FIR narrative sample #435 for NDPS-DrugConsumption.,Mylapore PS,False,False,3
376,IPC-SexualOffence,2024-12-30T05:43:00,13.032616,80.218507,"Sector 6, Zone 14",FIR narrative sample #436 for IPC-SexualOffence.,Anna Nagar PS,False,False,5
376,IPC-SexualOffence,2024-09-11T08:08:00,13.096138,80.231503,"Sector 20, Zone 2",FIR narrative sample #437 for IPC-SexualOffence.,Tambaram PS,False,False,5
379,IPC-Theft,2025-05-08T19:03:00,17.403497,78.512602,"Sector 71, Zone 12",FIR narrative sample #438 for IPC-Theft.,Mylapore PS,False,False,2
307,IPC-AttemptToMurder,2024-04-09T10:33:00,13.155818,80.273997,"Sector 54, Zone 18",FIR narrative sample #439 for IPC-AttemptToMurder.,Adyar PS,False,False,4
ARMS-25,ArmsAct-IllegalWeapon,2025-02-14T02:22:00,13.144043,80.296834,"Sector 28, Zone 20",FIR narrative sample #440 for ArmsAct-IllegalWeapon.,Velachery PS,False,False,4
ARMS-25,ArmsAct-IllegalWeapon,2024-12-03T17:52:00,17.306409,78.51373,"Sector 79, Zone 20",FIR narrative sample #441 for ArmsAct-IllegalWeapon.,Tambaram PS,False,False,4
420,IPC-Fraud,2026-02-22T21:56:00,12.95262,77.641993,"Sector 70, Zone 10",FIR narrative sample #442 for IPC-Fraud.,Velachery PS,False,False,3
302,IPC-Murder,2024-10-21T11:32:00,17.376289,78.413716,"Sector 42, Zone 17",FIR narrative sample #443 for IPC-Murder.,Adyar PS,False,False,5
307,IPC-AttemptToMurder,2025-12-26T05:49:00,17.390313,78.507009,"Sector 28, Zone 14",FIR narrative sample #444 for IPC-AttemptToMurder.,Tambaram PS,False,False,4
307,IPC-AttemptToMurder,2025-09-05T17:53:00,17.445582,78.52532,"Sector 96, Zone 5",FIR narrative sample #445 for IPC-AttemptToMurder.,T. Nagar PS,False,False,4
302,IPC-Murder,2024-12-19T22:21:00,13.016703,80.199383,"Sector 10, Zone 19",FIR narrative sample #446 for IPC-Murder.,Mylapore PS,False,False,5
420,IPC-Fraud,2025-07-13T13:24:00,12.992435,77.583884,"Sector 16, Zone 18",FIR narrative sample #447 for IPC-Fraud.,Tambaram PS,False,True,3
302,IPC-Murder,2024-06-16T23:39:00,13.123654,80.284397,"Sector 46, Zone 17",FIR narrative sample #448 for IPC-Murder.,T. Nagar PS,False,False,5
307,IPC-AttemptToMurder,2025-06-11T21:19:00,17.318841,78.529144,"Sector 85, Zone 1",FIR narrative sample #449 for IPC-AttemptToMurder.,Anna Nagar PS,False,False,4
NDPS-27,NDPS-DrugConsumption,2025-10-25T17:14:00,13.122181,80.318183,"Sector 82, Zone 5",FIR narrative sample #450 for NDPS-DrugConsumption.,Velachery PS,False,False,3
376,IPC-SexualOffence,2024-05-10T23:41:00,13.044783,77.516384,"Sector 16, Zone 2",FIR narrative sample #451 for IPC-SexualOffence.,Adyar PS,False,False,5
302,IPC-Murder,2024-08-25T19:25:00,17.392604,78.42032,"Sector 93, Zone 12",FIR narrative sample #452 for IPC-Murder.,Tambaram PS,False,False,5
420,IPC-Fraud,2025-02-05T20:54:00,17.327793,78.436139,"Sector 25, Zone 4",FIR narrative sample #453 for IPC-Fraud.,Velachery PS,False,False,3
379,IPC-Theft,2024-05-16T18:54:00,13.138922,80.339879,"Sector 83, Zone 18",FIR narrative sample #454 for IPC-Theft.,Anna Nagar PS,False,False,2
307,IPC-AttemptToMurder,2025-06-10T21:04:00,12.907312,77.630694,"Sector 46, Zone 5",FIR narrative sample #455 for IPC-AttemptToMurder.,Velachery PS,False,False,4
420,IPC-Fraud,2025-12-22T09:39:00,13.146719,80.241546,"Sector 85, Zone 10",FIR narrative sample #456 for IPC-Fraud.,Mylapore PS,False,False,3
MV-184,Accident-RashDriving,2025-10-29T18:36:00,13.020832,77.667985,"Sector 32, Zone 8",FIR narrative sample #457 for Accident-RashDriving.,Velachery PS,True,False,3
NDPS-21,NDPS-DrugPossession,2025-06-24T11:08:00,17.422276,78.547162,"Sector 40, Zone 16",FIR narrative sample #458 for NDPS-DrugPossession.,Velachery PS,False,False,4
ARMS-25,ArmsAct-IllegalWeapon,2025-12-13T05:41:00,17.318116,78.451599,"Sector 26, Zone 9",FIR narrative sample #459 for ArmsAct-IllegalWeapon.,Mylapore PS,False,False,4
307,IPC-AttemptToMurder,2026-01-16T00:54:00,17.40606,78.536723,"Sector 28, Zone 2",FIR narrative sample #460 for IPC-AttemptToMurder.,Mylapore PS,False,False,4
